control_panel,pdf_page,pdf_area,trunk_name,trunk_type,child_device,source_note
CP-11,4,First/Second Floor Area D,MS/TP Trunk-1,MS/TP,KEF-2,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-11,4,First/Second Floor Area D,MS/TP Trunk-1,MS/TP,KEF-3,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,AHU-13 SF-VFD,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,KEF-4,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,KEF-7,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,KEF-8,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,SEF-8-VFD,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,SEF-9-VFD,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,SEF-10-VFD,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,SEF-11-VFD,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.1,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.2,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.3,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.4,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.5,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.6,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.7,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.8,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.9,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.10,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.11,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.12,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.13,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.14,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.15,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.16,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.17,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.18,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.19,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.20,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.21,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.22,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.23,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.24,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.25,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.26,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.27,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.28,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.29,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.30,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.31,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.32,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.33,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.34,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.35,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.36,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.37,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.38,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.39,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.40,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.43,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.44,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-12,5,Second/Third Floor Areas D/A/B/C,MS/TP Trunk-1,MS/TP,FCU 3.45,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,WH-1,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,WH-2,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,WH-3,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,WH-4,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,WH-5,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,WH-6,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-13,2,First Floor Area D,MS/TP Trunk-1,MS/TP,BP-1,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,CP-14 ELE RM-1,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.4,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.5,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.8,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.9,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.10,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.11,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.12,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.13,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,FCU 1.14,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-1,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-3,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-4,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-5,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-6,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-7,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-8,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
CP-14,3,First Floor Area C,MS/TP Trunk-1,MS/TP,VAV 8-12,Directly transcribed from the customer PDF. Unclear labels were omitted instead of inferred.
